row_id,timing_row_id,original_full_test_row_id,source_row_index,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
554,554,11402,76080,627968,256,102681600,0,256,1024,0,2304,2304,0,0,0,0,0,0,0,2
555,555,51268,341389,90368,256,27412480,0,256,1024,0,12800,256,0,0,0,332800,0,0,0,2
556,556,4150,27808,218368,256,154129664,0,9472,7168,0,0,0,0,0,0,0,3328,24048,0,57
557,557,49667,330643,397568,256,129049600,0,256,6656,0,0,0,0,0,0,0,0,0,0,7
558,558,53412,355171,218368,0,29963008,4336,0,1024,256,0,0,256,256,8704,0,0,0,1024,16
559,559,11521,76871,832768,256,129817600,0,256,768,0,2560,2560,0,0,0,0,0,0,0,2
560,560,29342,196568,115968,256,27916800,0,256,2304,0,4096,256,0,0,0,251904,0,0,0,2
561,561,44062,293071,243968,256,78338304,0,3072,7168,0,0,0,0,0,0,0,3328,40784,0,165
562,562,22653,152068,512768,256,103705600,0,256,3072,0,256,256,0,0,0,61696,32000,31247,0,551
563,563,43576,289904,525568,0,128281600,627,0,1792,256,0,0,256,256,36864,0,0,0,1792,424
564,564,43598,290018,576768,256,129305600,0,256,3072,0,512,512,0,0,0,0,0,0,0,2
565,565,26757,179482,231168,256,102678528,0,256,2304,0,0,0,0,0,0,0,0,0,0,1
566,566,1838,12324,103168,256,27648256,0,1280,1536,0,2048,256,0,0,0,215040,30720,46416,0,629
567,567,21720,145914,819968,256,205824256,0,256,6656,0,0,0,0,0,0,0,0,0,0,8
568,568,39795,265519,256768,0,51480576,2795,0,1024,256,0,0,256,4352,9728,0,0,0,256,17
569,569,15626,104733,256768,256,51459584,0,256,1280,0,2816,2816,0,0,0,253440,23040,20594,0,595
570,570,25612,171746,192768,256,51968768,0,256,2560,0,256,256,0,0,0,61696,0,0,0,298
571,571,1397,9318,64768,256,26893824,0,3584,4096,0,9984,256,0,0,0,319488,8192,51695,0,667
572,572,19403,130298,653568,256,129049600,0,256,6144,0,0,0,0,0,0,0,0,0,0,6
573,573,36271,241947,167168,0,28928768,1629,0,1280,256,0,0,256,768,26368,0,0,0,768,44
574,574,15372,103029,26368,256,26136320,0,256,1280,0,2048,2048,0,0,0,227328,28416,23536,0,538
575,575,32489,216983,704768,256,104217600,0,256,4096,0,0,0,0,0,0,0,0,0,0,1
576,576,4360,29060,141568,256,77329664,0,8704,4352,0,0,0,0,0,0,0,3328,24048,0,57
577,577,49657,330573,371968,256,128537600,0,256,6656,0,0,0,0,0,0,0,256,36380,0,5
578,578,45263,300955,397568,0,358937600,0,0,0,0,0,0,0,0,3328,23296,3328,24048,0,57
579,579,15524,103999,154368,256,28689664,0,256,1024,0,1792,1792,0,0,0,215040,30720,22630,0,553
580,580,50865,338724,525568,256,128537600,0,256,6656,0,0,0,0,0,0,0,0,0,0,278
581,581,52590,349676,243968,256,51728128,0,1536,5376,0,512,256,0,0,0,105216,52736,31735,0,543
582,582,24467,164022,871168,256,154379008,0,256,6912,0,0,0,0,0,0,0,512,37143,0,8
583,583,16639,111515,115968,0,27925760,5596,0,2048,256,0,0,256,2048,21760,0,0,0,256,37
584,584,7592,50485,243968,256,30481920,0,256,1792,0,2560,2560,0,0,0,0,0,0,0,2
585,585,30415,203412,26368,256,26128128,0,256,1536,0,9728,256,0,0,0,321024,0,0,0,2
586,586,4370,29147,256768,256,205064704,0,6656,512,0,0,0,0,0,0,0,3328,42358,0,64
587,587,21016,141133,474368,256,128267520,0,256,6400,0,0,0,0,0,0,0,0,0,0,2
588,588,3298,22280,90368,0,27396608,3029,0,7168,256,0,0,0,256,0,0,0,0,3584,284
589,589,9032,60014,551168,256,102681600,0,256,1536,0,3328,3328,0,0,0,0,0,0,0,2
590,590,26806,179651,448768,256,307730688,0,256,2304,0,0,0,0,0,0,0,0,0,0,1
591,591,45042,299592,141568,256,77328128,0,3328,7168,0,0,0,0,0,0,0,3328,31735,0,60
592,592,49494,329532,51968,256,26644224,0,256,0,0,0,0,0,0,0,0,0,0,0,1
593,593,26113,175134,397568,0,54282496,3522,0,1792,256,0,0,256,1280,13568,0,0,0,1536,23
594,594,13180,87972,755968,256,128537600,0,256,1024,0,2048,2048,0,0,0,0,0,0,0,2
595,595,30966,207244,589568,256,79616768,0,256,1792,0,256,256,0,0,0,61696,0,0,0,488
596,596,35854,239148,282368,256,77314816,0,6144,7168,0,4864,256,0,0,0,30720,0,0,0,10
597,597,19038,127849,192768,256,29446400,0,256,1536,0,6912,256,0,0,0,311040,6656,35422,0,577
598,598,45160,300331,26368,0,26114304,10513,0,6912,256,0,0,0,20480,0,0,0,0,1792,2
599,599,37700,251262,13568,256,25877248,0,256,0,0,3328,3328,0,0,0,20480,20480,41620,0,459
600,600,51853,345086,576768,256,155161600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
601,601,35802,238791,179968,256,52248576,0,4608,6656,0,0,0,256,0,0,0,3328,26282,0,172
602,602,22418,150409,154368,256,28686848,0,256,768,0,11264,256,0,0,0,326656,3840,32685,0,514
603,603,25969,174087,243968,0,30485760,2573,0,1280,256,0,0,256,1280,26368,0,0,0,512,44
604,604,37876,252404,167168,256,28935168,0,256,1792,0,1536,1536,0,0,0,0,0,0,0,2
605,605,39833,265787,295168,256,52224256,0,256,256,0,14080,256,0,0,0,336128,0,0,0,2
606,606,3400,22984,269568,256,77072640,0,2816,7168,0,0,0,0,0,0,0,3328,36922,0,695
607,607,19394,130248,627968,256,128537600,0,256,6400,0,0,0,0,0,0,0,0,0,0,2
608,608,35204,234827,666368,0,103961600,1512,0,3328,256,0,0,256,768,36864,0,0,0,2304,449
609,609,7181,47678,179968,256,29188096,0,256,768,0,16896,16896,0,0,0,0,0,0,0,2
610,610,32938,219774,295168,256,51980032,0,256,256,0,12288,256,0,0,0,331776,0,0,0,2
611,611,3808,25677,269568,256,77069568,0,1024,7168,0,0,0,256,0,0,0,3328,39787,0,890
612,612,48942,325969,640768,256,563737600,0,256,2304,0,0,0,0,0,0,0,256,31735,0,3
613,613,21922,147293,167168,0,28941824,6586,0,1280,256,0,0,256,512,30720,0,0,0,256,52
614,614,46758,311150,423168,256,54799616,0,256,1280,0,4352,4352,0,0,0,0,0,0,0,2
615,615,32483,216898,666368,256,103449600,0,256,2048,0,2048,256,0,0,0,227328,0,0,0,2
616,616,45236,300754,141568,256,102928128,0,5888,7168,0,0,0,0,0,0,0,3328,31735,0,60
617,617,23758,159219,909568,256,130573312,0,256,1536,0,1280,256,0,0,0,184320,18944,37208,0,558
618,618,55090,366418,909568,0,230681600,0,0,0,0,0,0,0,0,3328,89856,3328,39797,0,172
619,619,12628,84289,167168,256,28947200,0,256,1280,0,10496,10496,0,0,0,0,0,0,0,2
620,620,29560,197936,448768,256,103961600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
621,621,2424,16331,115968,256,51986688,0,768,7168,0,0,0,0,0,0,0,3328,34826,0,248
622,622,23559,157991,627968,256,79894272,0,256,1536,0,1280,256,0,0,0,184320,17408,22513,0,544
623,623,37352,248859,282368,0,51990272,2709,0,1280,256,0,0,256,3840,11520,0,0,0,1024,20
624,624,10479,69788,474368,256,77835264,0,256,1536,0,768,768,0,0,0,0,0,0,0,2
625,625,26738,179365,154368,256,51478528,0,256,2048,0,0,0,0,0,0,0,0,0,0,405
626,626,1649,11025,154368,256,102660096,0,3072,7168,0,0,0,0,0,0,0,3328,14063,0,56
627,627,49727,331140,615168,256,205593600,0,256,6656,0,0,0,0,0,0,0,1024,24111,0,14
628,628,48275,321606,179968,0,29194496,11615,0,768,256,0,0,256,6144,5632,0,0,0,256,11
629,629,11111,74137,346368,256,52997888,0,256,2048,0,1280,1280,0,0,0,0,0,0,0,2
630,630,29138,195261,218368,256,29956352,0,256,1024,0,3584,256,0,0,0,272384,0,0,0,169
631,631,43819,291480,154368,256,102930688,0,19200,7168,0,0,0,0,0,0,0,3328,34826,0,58
632,632,22832,153292,909568,256,180761600,0,256,6656,0,0,0,0,0,0,0,512,43005,0,17
633,633,47342,315316,320768,0,52492288,9763,0,1280,256,0,0,256,256,7680,0,0,0,1024,14
634,634,54866,365012,397568,256,54037760,0,256,1024,0,5376,5376,0,0,0,0,0,0,0,221
635,635,31095,208103,845568,256,154891520,0,256,4096,0,0,0,0,0,0,0,0,0,0,86
636,636,2856,19185,13568,256,25870336,0,3584,0,0,9728,256,0,0,0,321024,8448,33127,0,611
637,637,21728,145957,832768,256,206105600,0,256,6400,0,0,0,0,0,0,0,512,30467,0,5
638,638,13706,91836,435968,0,54809600,3567,0,1024,256,0,0,256,3328,16640,0,0,0,1024,28
639,639,11663,77697,64768,256,26900224,0,256,1024,0,3584,3584,0,0,0,0,0,0,0,2
640,640,51825,344936,512768,256,153881600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
641,641,2989,20114,192768,256,52498688,0,2560,7168,0,0,0,256,0,0,72960,3328,34826,0,807
642,642,19801,133207,307968,256,52505600,0,256,1024,0,4608,256,0,0,0,285696,7936,42725,0,596
643,643,13002,86791,499968,0,77325568,4871,0,1024,256,0,0,256,256,15872,0,0,0,256,27
644,644,12875,85970,384768,256,54037248,0,256,768,0,1536,1536,0,0,0,0,0,0,0,2
645,645,30814,206222,410368,256,54279680,0,256,1280,0,2560,256,0,0,0,236032,0,0,0,2
646,646,1040,7005,141568,256,102672128,0,2304,7168,0,0,0,0,0,0,0,3328,31735,0,59
647,647,19411,130352,679168,256,129561600,0,256,6656,0,0,0,0,0,0,0,256,41785,0,4
648,648,14497,97008,525568,0,77840640,7203,0,1024,256,0,0,256,3328,18432,0,0,0,256,31
649,649,11160,74499,384768,256,53784576,0,256,2560,0,1024,1024,0,0,0,0,0,0,0,2
650,650,29568,197991,474368,256,128537600,0,256,6400,0,0,0,0,0,0,0,0,0,0,1
651,651,2818,18970,115968,256,27920128,0,256,3072,0,0,0,0,0,0,0,3328,31735,0,803
652,652,21691,145732,730368,256,179992576,0,256,6400,0,0,0,0,0,0,0,512,23178,0,6
653,653,43946,292326,39168,0,26373120,7698,0,7168,256,0,0,0,2048,0,0,0,0,512,92
654,654,9948,66357,909568,256,155673600,0,256,512,0,1024,1024,0,0,0,0,0,0,0,2
655,655,31050,207822,704768,256,104215808,0,256,1792,0,256,256,0,0,0,61696,0,0,0,2
656,656,1651,11032,154368,256,102680576,0,2816,7168,0,0,0,0,0,0,0,3328,26282,0,52
657,657,25177,168607,845568,256,205081600,0,256,6400,0,0,0,0,0,0,0,1024,36380,0,17
658,658,6679,44516,192768,0,29452800,12920,0,1280,256,0,0,256,256,4864,0,0,0,256,10
659,659,15809,105936,410368,256,54547712,0,256,768,0,2816,2816,0,0,0,237056,23040,23314,0,611
660,660,35292,235359,819968,256,130073600,0,256,6656,0,0,0,256,0,0,0,0,0,0,1
661,661,3805,25661,269568,256,77061120,0,3584,3584,0,1280,256,0,0,0,182272,36864,33607,0,688
662,662,24447,163823,807168,256,130059520,0,256,6912,0,0,0,0,0,0,0,1536,30467,0,42
663,663,10965,73254,231168,0,30220800,2192,0,768,256,0,0,256,256,8960,0,0,0,256,16
664,664,53802,357955,141568,256,28420096,0,256,768,0,11776,11776,0,0,0,5888,0,0,0,2
665,665,29529,197701,346368,256,77849600,0,256,2560,0,768,256,0,0,0,139008,0,0,0,1
666,666,1616,10855,77568,256,27153664,0,5376,7168,0,0,0,0,0,0,0,3328,24048,0,498
667,667,25166,168505,807168,256,180249600,0,256,6656,0,0,0,0,0,0,0,256,40784,0,9
668,668,53140,353322,704768,0,409881600,0,0,0,0,0,0,0,0,3328,29952,3328,27737,0,57
669,669,42954,286126,538368,256,78105600,0,256,768,0,1536,1536,0,0,0,0,0,0,0,2
670,670,50966,339436,832768,256,230914304,0,256,6400,0,0,0,0,0,0,0,0,0,0,1
671,671,44055,293044,231168,256,78085120,0,5120,7168,0,0,0,0,0,0,0,3328,33607,0,233
672,672,19446,130643,807168,256,180249600,0,256,6656,0,0,0,0,0,0,0,0,0,0,9
673,673,23903,160304,141568,0,28427776,7268,0,1536,256,0,0,256,512,13568,0,0,0,1536,24
674,674,9831,65562,704768,256,128537600,0,256,1792,0,512,512,0,0,0,0,0,0,0,2
675,675,26098,175022,371968,256,53776640,0,256,1536,0,2560,256,0,0,0,222208,0,0,0,2
676,676,44677,297296,218368,256,78098176,0,4352,7168,0,0,0,0,0,0,0,3328,30572,0,165
677,677,21659,145514,640768,256,154137600,0,256,6656,0,0,0,0,0,0,0,768,22655,0,7
678,678,31635,211548,167168,0,28951040,4026,0,1280,256,0,0,256,7168,5632,0,0,0,1280,11
679,679,10233,68253,243968,256,30479616,0,256,1536,0,3584,3584,0,0,0,0,0,0,0,2
680,680,40099,267356,755968,256,180242688,0,256,6400,0,0,0,0,0,0,0,0,0,0,1
681,681,43776,291180,51968,256,26637824,0,6400,512,0,1024,256,0,0,0,163840,40960,51695,0,702
682,682,19460,130701,819968,256,180505600,0,256,6400,0,0,0,0,0,0,0,256,42725,0,6
683,683,28374,189992,77568,0,27142144,16420,0,1024,256,0,0,256,256,10240,0,0,0,768,20
684,684,14992,100314,243968,256,30475008,0,256,1280,0,9216,9216,0,0,0,0,0,0,0,2
685,685,50907,339023,653568,256,155161600,0,256,6912,0,0,0,0,0,0,0,0,0,0,1
686,686,839,5667,167168,256,28941824,0,1280,6912,0,0,0,256,0,0,141824,3328,36380,0,404
687,687,49099,326800,90368,256,27396096,0,256,1024,0,11264,256,0,0,0,326656,2816,31865,0,583
688,688,9406,62659,167168,0,28939776,15142,0,768,256,0,0,256,256,5888,0,0,0,256,12
689,689,11589,77326,26368,256,26114048,0,256,768,0,3584,3584,0,0,0,0,0,0,0,2
690,690,35202,234810,666368,256,103961600,0,256,3072,0,256,256,0,0,0,61440,0,0,0,336
691,691,834,5639,167168,256,28930304,0,768,6144,0,0,0,0,0,0,0,3328,40784,0,364
692,692,22766,152868,794368,256,155417600,0,256,6144,0,0,0,0,0,0,0,256,31247,0,15
693,693,10325,68781,307968,0,52235264,3189,0,1792,256,0,0,256,256,14592,0,0,0,512,25
694,694,38178,254463,461568,256,77593600,0,256,1792,0,768,768,0,0,0,43264,43264,28652,0,599
695,695,33309,222365,781568,256,129049600,0,256,4864,0,512,256,0,0,0,105216,0,0,0,2
696,696,4144,27768,167168,256,102929664,0,5120,7168,0,0,0,0,0,0,0,3328,24048,0,57
697,697,49767,331436,743168,256,256281600,0,256,6912,0,0,0,0,0,0,0,256,45160,0,4
698,698,48804,325056,39168,0,26368256,7277,0,1792,256,0,0,256,3072,9984,0,0,0,512,18
699,699,11091,74009,320768,256,52504064,0,256,1536,0,3584,3584,0,0,0,0,0,0,0,2
700,700,33705,224995,269568,256,51737088,0,256,0,0,0,0,0,0,0,0,0,0,0,2
701,701,45446,302150,192768,256,128258304,0,3328,7168,0,0,0,0,0,0,0,3328,40784,0,56
702,702,17830,119644,371968,256,205063424,0,256,2304,0,0,0,0,0,0,0,0,0,0,3
703,703,7282,48332,256768,0,30742784,10864,0,1024,256,0,0,256,256,5376,0,0,0,512,11
704,704,11580,77281,13568,256,25872128,0,256,0,0,4608,4608,0,0,0,0,0,0,0,1
705,705,50832,338509,410368,256,78105600,0,256,1536,0,1280,256,0,0,0,184320,0,0,0,2
706,706,1037,7001,141568,256,102658304,0,2816,4352,0,0,0,0,0,0,0,3328,40784,0,56
707,707,22731,152637,730368,256,154137600,0,256,6400,0,0,0,0,0,0,0,768,42725,0,35
708,708,52385,348332,64768,0,26898688,13447,0,2304,256,0,0,256,21504,3840,0,0,0,768,8
709,709,12518,83572,77568,256,27150336,0,256,2048,0,3072,3072,0,0,0,0,0,0,0,2
710,710,29679,198489,679168,256,180761600,0,256,6400,0,0,0,0,0,0,0,0,0,0,1
711,711,44067,293104,256768,256,102661120,0,2560,7168,0,0,0,0,0,0,0,3328,33607,0,163
712,712,17882,119953,768768,256,589318144,0,256,2304,0,0,0,0,0,0,0,256,28999,0,3
713,713,22596,151608,397568,0,78361600,11805,0,2048,256,0,0,256,768,18432,0,0,0,1792,33
714,714,47502,316353,487168,256,77849600,0,256,1280,0,256,256,0,0,0,61696,61696,27484,0,398
715,715,52002,345850,896768,256,281881600,0,256,5632,0,0,0,0,0,0,0,0,0,0,1
716,716,4155,27868,295168,256,230929664,0,5632,7168,0,0,0,0,0,0,0,3328,24048,0,57
717,717,21645,145387,589568,256,129049600,0,256,6656,0,0,0,0,0,0,0,1280,30467,0,14
718,718,12048,80352,410368,0,54284288,7648,0,1280,256,0,0,256,256,7680,0,0,0,512,14
719,719,37239,248122,179968,256,29204480,0,256,1536,0,512,512,0,0,0,0,0,0,0,2
720,720,50785,338221,320768,256,53010688,0,256,1536,0,6144,256,0,0,0,301056,0,0,0,2
721,721,1443,9608,103168,256,27661824,0,4352,5632,0,0,0,0,0,0,0,3328,51695,0,642
722,722,22008,147830,320768,256,205062400,0,256,1024,0,0,0,0,0,0,0,0,0,0,7
723,723,24541,164433,39168,0,26375168,16951,0,1024,256,0,0,256,10240,4864,0,0,0,1024,43
724,724,41417,276042,64768,256,26881280,0,256,1536,0,4352,4352,0,0,0,0,0,0,0,2
725,725,32331,216018,461568,256,55319808,0,256,1536,0,1536,256,0,0,0,201216,0,0,0,2
726,726,3017,20241,231168,256,53254912,0,2560,7168,0,0,0,256,0,0,0,3328,26200,0,760
727,727,21686,145703,730368,256,179968000,0,256,6400,0,0,0,0,0,0,0,0,0,0,6
728,728,6658,44378,179968,0,29207552,16926,0,1792,256,0,0,256,4096,16640,0,0,0,1536,31
729,729,37028,246792,13568,256,25868800,0,256,0,0,7424,7424,0,0,0,10752,10752,35665,0,465
730,730,39957,266591,410368,256,77081600,0,256,1024,0,2304,256,0,0,0,226816,0,0,0,371
731,731,3042,20400,269568,256,77067776,0,2816,7168,0,0,0,0,0,0,0,3328,25756,0,272
732,732,41000,273285,282368,256,52249600,0,256,1792,0,1792,256,0,0,0,215040,12800,35681,0,871
733,733,24046,161280,269568,0,51736576,6345,0,768,256,0,0,256,512,13056,0,0,0,768,23
734,734,42501,283082,115968,256,27912960,0,256,1280,0,1024,1024,0,0,0,0,0,0,0,275
735,735,27785,186049,90368,256,27399424,0,256,1280,0,11776,256,0,0,0,329728,0,0,0,2
736,736,3803,25649,256768,256,53784320,0,2560,7168,0,0,0,256,0,0,0,3328,25537,0,461
737,737,41123,274027,499968,256,102681600,0,256,6656,0,0,0,0,0,0,0,256,28272,0,8
738,738,32249,215417,384768,0,53783296,11152,0,1024,256,0,0,256,3840,12288,0,0,0,768,22
739,739,46886,312035,563968,256,79118848,0,256,2304,0,2304,2304,0,0,0,0,0,0,0,2
740,740,32568,217578,909568,256,154393600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
741,741,45049,299646,205568,256,153880576,0,4864,2304,0,0,0,0,0,0,0,3328,26282,0,52
742,742,22909,153811,64768,256,26898176,0,256,1024,0,4864,256,0,0,0,291840,7936,30572,0,548
743,743,44656,297127,154368,0,52752640,3075,0,7168,256,0,0,0,0,0,0,0,0,256,47
744,744,8916,59281,384768,256,53785600,0,256,1280,0,1280,1280,0,0,0,0,0,0,0,2
745,745,30660,205049,243968,256,30464000,0,256,512,0,5376,256,0,0,0,295680,0,0,0,2
746,746,52082,346364,64768,256,26897664,0,1280,5376,0,5376,256,0,0,0,295680,14080,24048,0,601
747,747,21051,141347,563968,256,154137600,0,256,6144,0,0,0,0,0,0,0,512,30885,0,9
748,748,23109,155147,243968,0,30485248,12883,0,1280,256,0,0,256,1792,11776,0,0,0,768,22
749,749,8799,58505,269568,256,51481600,0,256,256,0,7168,7168,0,0,0,4864,0,0,0,41
750,750,50912,339075,679168,256,179713280,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
751,751,4141,27755,154368,256,102664704,0,4608,7168,0,0,0,0,0,0,0,3328,42358,0,63
752,752,41182,274404,602368,256,104729600,0,256,6144,0,0,0,0,0,0,0,256,35114,0,12
753,753,8671,57674,154368,0,28679424,14822,0,256,256,0,0,256,256,3328,0,0,0,256,7
754,754,14661,98139,768768,256,129304576,0,256,2048,0,256,256,0,0,0,55808,55808,31154,0,623
755,755,33176,221426,538368,256,78103808,0,256,512,0,4352,256,0,0,0,282880,0,0,0,161
756,756,44066,293096,243968,256,78360576,0,5120,7168,0,0,0,0,0,0,0,3328,26282,0,150
757,757,23905,160312,141568,256,28433152,0,256,1280,0,4864,256,0,0,0,291840,7936,40988,0,563
758,758,55375,368348,256768,0,30740224,4799,0,1280,256,0,0,256,5376,9728,0,0,0,1024,17
759,759,8006,53147,154368,256,28685312,0,256,2048,0,7424,7424,0,0,0,0,0,0,0,2
760,760,39564,263976,51968,256,26642176,0,256,2048,0,4096,256,0,0,0,264448,0,0,0,598
761,761,35654,237886,26368,256,26118912,0,5120,7168,0,0,0,256,0,0,231168,3328,26200,0,459
762,762,21646,145407,602368,256,129281280,0,256,6656,0,0,0,0,0,0,0,256,35224,0,7
763,763,26445,177389,39168,0,26368512,20905,0,256,256,0,0,256,16128,3328,0,0,0,256,8
764,764,36917,246048,167168,256,28939008,0,256,1024,0,4608,4608,0,0,0,0,0,0,0,2
765,765,29685,198586,730368,256,205849600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
766,766,1036,6996,128768,256,77329664,0,1280,7168,0,0,0,0,0,0,0,3328,24048,0,56
767,767,21104,141672,704768,256,205081600,0,256,6400,0,0,0,0,0,0,0,256,37143,0,5
768,768,32397,216423,538368,0,77849600,2408,0,1536,256,0,0,0,6144,0,0,0,0,2048,22
769,769,37845,252213,141568,256,28424960,0,256,1280,0,4608,4608,0,0,0,0,0,0,0,2
770,770,52000,345792,871168,256,257292288,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
771,771,52117,346608,103168,256,27652096,0,1024,3328,0,5120,256,0,0,0,291840,14592,31865,0,612
772,772,24853,166320,282368,256,51716608,0,256,1024,0,6912,256,0,0,0,311040,5376,21382,0,576
773,773,47053,313320,64768,0,26880256,16668,0,512,256,0,0,256,256,4352,0,0,0,512,9
774,774,15866,106353,487168,256,77593600,0,256,1536,0,5376,5376,0,0,0,17152,14080,35681,0,528
775,775,50754,338043,295168,256,52498176,0,256,1536,0,2304,256,0,0,0,237312,0,0,0,2
776,776,1655,11081,218368,256,154134528,0,2816,7168,0,0,0,0,0,0,0,3328,22650,0,56
777,777,22785,153013,832768,256,156185600,0,256,6912,0,0,0,0,0,0,0,0,0,0,8
778,778,17952,120288,39168,0,26388224,6240,0,1536,256,0,0,256,5120,9728,0,0,0,1536,17
779,779,12295,82049,666368,256,103193600,0,256,1024,0,1280,1280,0,0,0,0,0,0,0,2
780,780,50856,338660,499968,256,103961600,0,256,5632,0,256,256,0,0,0,61696,0,0,0,2
781,781,1453,9703,167168,256,102660096,0,1024,7168,0,0,0,0,0,0,0,3328,14063,0,55
782,782,20956,140803,333568,256,77323520,0,256,3072,0,0,0,0,0,0,0,0,0,0,17
783,783,7267,48217,243968,0,30466304,2435,0,1024,256,0,0,256,256,18432,0,0,0,1024,31
784,784,8447,56138,243968,256,30477568,0,256,1536,0,5888,5888,0,0,0,0,0,0,0,2
785,785,26755,179469,218368,256,77337600,0,256,2048,0,0,0,0,0,0,0,0,0,0,1
786,786,52223,347267,205568,256,51712256,0,1024,5632,0,0,0,0,0,0,0,3328,34882,0,236
787,787,22496,150959,243968,256,52249600,0,256,1280,0,1792,256,0,0,0,215040,15360,26654,0,557
788,788,17021,114084,205568,0,29702400,10613,0,512,256,0,0,256,10496,3840,0,0,0,256,8
789,789,15715,105345,333568,256,53003776,0,256,1280,0,1792,1792,0,0,0,215040,30720,38993,0,669
790,790,34518,230234,819968,256,129536256,0,256,1280,0,2048,256,0,0,0,227328,0,0,0,2
791,791,45157,300306,26368,256,26114304,0,5376,0,0,1024,256,0,0,0,163840,40960,40784,0,638
792,792,17862,119817,589568,256,410137600,0,256,2304,0,0,0,0,0,0,0,512,31080,0,4
793,793,36016,240146,538368,0,128537600,0,0,0,0,0,0,0,0,3328,155392,3328,25868,0,271
794,794,14426,96578,461568,256,55297280,0,256,1536,0,1792,1792,0,0,0,30720,30720,34547,0,545
795,795,33318,222429,794368,256,129305600,0,256,5632,0,0,0,0,0,0,0,0,0,0,240
796,796,4148,27797,205568,256,153872128,0,4352,7168,0,0,0,0,0,0,0,3328,31735,0,60
797,797,25106,168077,615168,256,128281600,0,256,3584,0,256,256,0,0,0,61696,27648,21135,0,337
798,798,75,463,64000,0,26882816,4859,0,1792,256,0,0,256,256,18432,0,0,0,256,30
799,799,10955,73187,218368,256,29969408,0,256,1024,0,4864,4864,0,0,0,0,0,0,0,2
800,800,33359,222705,871168,256,153881600,0,256,6656,0,0,0,0,0,0,0,0,0,0,101
801,801,2916,19615,64768,256,26902272,0,4608,7168,0,0,0,256,0,0,0,3328,22513,0,648
802,802,19378,130151,589568,256,103705600,0,256,6656,0,0,0,0,0,0,0,0,0,0,4
803,803,20207,136050,167168,0,28946432,2752,0,2048,256,0,0,256,768,26368,0,0,0,512,44
804,804,47522,316483,538368,256,102937600,0,256,2304,0,768,768,0,0,0,0,0,0,0,2
805,805,40118,267641,909568,256,231449600,0,256,6144,0,0,0,0,0,0,0,0,0,0,1
806,806,1048,7077,231168,256,179730688,0,4608,7168,0,0,0,0,0,0,0,3328,34826,0,56
807,807,41216,274687,679168,256,129305600,0,256,6656,0,0,0,0,0,0,0,0,0,0,7
808,808,19688,132354,192768,0,29465600,10774,0,1024,256,0,0,256,5632,10240,0,0,0,256,18
809,809,46270,307882,896768,256,180226304,0,256,2048,0,256,256,0,0,0,61696,61696,40784,0,588
810,810,34136,227754,359168,256,53265664,0,256,768,0,6400,256,0,0,0,307200,0,0,0,2
811,811,43796,291311,64768,256,26902528,0,13568,7168,0,0,0,256,0,0,123392,3328,22650,0,590
812,812,22732,152640,743168,256,154393600,0,256,6144,0,0,0,0,0,0,0,256,39690,0,4
813,813,315,2107,51200,0,26626304,9807,0,2048,256,0,0,256,3328,10496,0,0,0,2048,18
814,814,42579,283552,179968,256,29185280,0,256,1536,0,4352,4352,0,0,0,0,0,0,0,106
815,815,51829,344971,525568,256,154137600,0,256,6656,0,0,0,256,0,0,0,0,0,0,1
816,816,4580,30271,141568,256,102678528,0,7168,7168,0,0,0,0,0,0,0,3328,22650,0,57
817,817,19244,129275,384768,256,54017536,0,256,256,0,13824,256,0,0,0,326656,3072,42636,0,577
818,818,19209,129070,346368,0,53269248,4436,0,1024,256,0,0,256,256,46336,0,0,0,1024,77
819,819,10387,69191,371968,256,53505280,0,256,768,0,3328,3328,0,0,0,0,0,0,0,2
820,820,33546,223985,141568,256,28437248,0,256,1536,0,2560,256,0,0,0,245760,0,0,0,2
821,821,1647,11005,128768,256,77064704,0,5120,7168,0,0,0,0,0,0,0,3328,42358,0,59
822,822,48923,325828,461568,256,384525824,0,256,2048,0,0,0,0,0,0,0,0,0,0,2
823,823,897,6166,679168,0,537881600,0,0,0,0,0,0,0,0,3328,29952,3328,34882,0,61
824,824,47513,316431,512768,256,78361600,0,256,1536,0,2048,2048,0,0,0,0,0,0,0,37
825,825,31701,211904,205568,256,29719808,0,256,1280,0,6656,256,0,0,0,306176,0,0,0,2
826,826,3290,22197,77568,256,27150848,0,768,7168,0,0,0,0,0,0,0,3328,37240,0,671
827,827,19487,130870,896768,256,206105600,0,256,6400,0,0,0,0,0,0,0,768,44452,0,10
828,828,6203,41248,51968,0,26624768,24354,0,1024,256,0,0,256,256,7680,0,0,0,256,17
829,829,46904,312175,602368,256,102928384,0,256,768,0,3584,3584,0,0,0,0,0,0,0,2
830,830,26759,179493,243968,256,102937600,0,256,2304,0,0,0,0,0,0,0,0,0,0,1
831,831,45457,302203,256768,256,179725824,0,4864,3328,0,0,0,0,0,0,0,3328,51695,0,73
